LandisData "Dynamic Input Data"

>> WARNING - THIS IS A BIAS-CORRECTED INPUT FILE

>> The following multiplier was applied to all species's original maxB and maxANPP
>>	multiplier
>>	0.9

>> The following species' parameters (maxANPP and maxB) have also been modified

>>	species		averageMaxBiomassTarget	finalMultiplier
0	425_5	FAGU.GRA	0.614	1050	13491
0	425_5	LARI.LAR	0.838	537	4378
0	425_5	PICE.GLA	0.692	1480	15267
0	425_5	PICE.MAR	0.614	1307	13630
0	425_5	PICE.RUB	0.551	453	4139
0	425_5	PINU.BAN	0.838	1705	12548
0	425_5	PINU.RES	0.737	1444	12973
0	425_5	PINU.STR	0.737	1123	10251
0	425_5	POPU.TRE	0.838	1673	10063
0	425_5	QUER.RUB	0.614	1998	19125
0	425_5	THUJ.SPP.ALL	0.551	1076	9108
0	425_5	TSUG.CAN	0.498	778	8483
0	426_1	ABIE.BAL	0.737	433	3165
0	426_1	ACER.RUB	0.737	722	7101
0	426_1	ACER.SAH	0.581	1136	11019
0	426_1	BETU.ALL	0.651	876	7708
0	426_1	BETU.PAP	0.838	771	4792
0	426_1	FAGU.GRA	0.551	780	11874
0	426_1	LARI.LAR	0.838	514	4282
0	426_1	PICE.GLA	0.692	1410	15018
0	426_1	PICE.MAR	0.614	1361	13298
0	426_1	PICE.RUB	0.498	432	3552
0	426_1	PINU.BAN	0.838	1566	12270
0	426_1	PINU.RES	0.651	1319	12046
0	426_1	PINU.STR	0.614	917	9755
0	426_1	POPU.TRE	0.838	1607	10023
0	426_1	QUER.RUB	0.581	1523	18246
0	426_1	THUJ.SPP.ALL	0.498	860	8561
0	426_1	TSUG.CAN	0.455	578	8130
0	426_2	ABIE.BAL	0.737	449	3200
0	426_2	ACER.RUB	0.737	920	7622
0	426_2	ACER.SAH	0.692	1253	11349
0	426_2	BETU.ALL	0.692	992	7817
0	426_2	BETU.PAP	0.838	798	4785
0	426_2	FAGU.GRA	0.614	1040	13100
0	426_2	LARI.LAR	0.838	486	4226
0	426_2	PICE.GLA	0.692	1425	14468
0	426_2	PICE.MAR	0.614	1293	13490
0	426_2	PICE.RUB	0.551	480	3990
0	426_2	PINU.BAN	0.838	1665	12496
0	426_2	PINU.RES	0.737	1377	12743
0	426_2	PINU.STR	0.737	1104	10115
0	426_2	POPU.TRE	0.838	1621	10027
0	426_2	QUER.RUB	0.614	1784	19212
0	426_2	THUJ.SPP.ALL	0.581	991	8716
0	426_2	TSUG.CAN	0.498	743	8904
0	426_3	ABIE.BAL	0.737	428	3104
0	426_3	ACER.RUB	0.838	1308	8525
0	426_3	ACER.SAH	0.737	1731	12456
0	426_3	BETU.ALL	0.786	1233	8432
0	426_3	BETU.PAP	0.944	817	4982
0	426_3	FAGU.GRA	0.737	1653	14846
0	426_3	LARI.LAR	0.838	437	3928
0	426_3	PICE.GLA	0.692	1348	14590
0	426_3	PICE.MAR	0.614	1389	12034
0	426_3	PICE.RUB	0.651	575	4094
0	426_3	PINU.BAN	0.838	1693	12461
0	426_3	PINU.RES	0.786	1876	14227
0	426_3	PINU.STR	0.786	1504	11390
0	426_3	POPU.TRE	0.838	1487	10022
0	426_3	QUER.RUB	0.786	2426	22054
0	426_3	THUJ.SPP.ALL	0.651	1096	9582
0	426_3	TSUG.CAN	0.614	1113	9876
0	426_4	ABIE.BAL	0.737	443	3281
0	426_4	ACER.RUB	0.737	941	7583
0	426_4	ACER.SAH	0.692	1275	11505
0	426_4	BETU.ALL	0.692	1024	7904
0	426_4	BETU.PAP	0.838	801	4854
0	426_4	FAGU.GRA	0.614	1109	13810
0	426_4	LARI.LAR	0.838	491	4234
0	426_4	PICE.GLA	0.692	1396	15040
0	426_4	PICE.MAR	0.614	1257	13697
0	426_4	PICE.RUB	0.551	585	3906
0	426_4	PINU.BAN	0.838	1676	12529
0	426_4	PINU.RES	0.737	1497	12905
0	426_4	PINU.STR	0.737	1166	10434
0	426_4	POPU.TRE	0.893	1567	9958
0	426_4	QUER.RUB	0.614	1912	19679
0	426_4	THUJ.SPP.ALL	0.614	1007	8945
0	426_4	TSUG.CAN	0.498	796	8594
0	426_5	ABIE.BAL	0.737	481	3237
0	426_5	ACER.RUB	0.737	780	7197
0	426_5	ACER.SAH	0.614	1183	10952
0	426_5	BETU.ALL	0.692	875	7671
0	426_5	BETU.PAP	0.838	808	4710
0	426_5	FAGU.GRA	0.581	892	11840
0	426_5	LARI.LAR	0.838	535	4343
0	426_5	PICE.GLA	0.692	1473	15085
0	426_5	PICE.MAR	0.614	1347	13860
0	426_5	PICE.RUB	0.523	564	3813
0	426_5	PINU.BAN	0.838	1603	12361
0	426_5	PINU.RES	0.651	1281	11773
0	426_5	PINU.STR	0.651	1008	9815
0	426_5	POPU.TRE	0.838	1613	9934
0	426_5	QUER.RUB	0.581	1597	18599
0	426_5	THUJ.SPP.ALL	0.551	908	8713
0	426_5	TSUG.CAN	0.476	623	8073