LandisData "Dynamic Input Data"

>> WARNING - THIS IS A BIAS-CORRECTED INPUT FILE

>> The following multiplier was applied to all species's original maxB and maxANPP
>>	multiplier
>>	0.8

>> The following species' parameters (maxANPP and maxB) have also been modified

>>	species		averageMaxBiomassTarget	finalMultiplier
>>	PICE.RUB	0.2			0.2203

>>	year	landtype	species	probEst	maxANPP	maxB

0	415_1	ABIE.BAL	0.737	416	2848
0	415_1	ACER.RUB	0.737	1007	7216
0	415_1	ACER.SAH	0.692	1318	10361
0	415_1	BETU.ALL	0.737	968	7354
0	415_1	BETU.PAP	0.838	814	4404
0	415_1	FAGU.GRA	0.692	1180	12258
0	415_1	LARI.LAR	0.838	432	3388
0	415_1	PICE.GLA	0.692	1352	13610
0	415_1	PICE.MAR	0.614	1160	12054
0	415_1	PICE.RUB	0.614	425	3610
0	415_1	PINU.BAN	0.893	1518	11258
0	415_1	PINU.RES	0.786	1529	11852
0	415_1	PINU.STR	0.737	1161	9723
0	415_1	POPU.TRE	0.893	1476	8960
0	415_1	QUER.RUB	0.651	1888	17819
0	415_1	THUJ.SPP.ALL	0.614	794	7670
0	415_1	TSUG.CAN	0.551	785	8602
0	415_2	ABIE.BAL	0.737	395	2858
0	415_2	ACER.RUB	0.737	1003	7318
0	415_2	ACER.SAH	0.692	1118	10533
0	415_2	BETU.ALL	0.737	1062	7599
0	415_2	BETU.PAP	0	0	0
0	415_2	FAGU.GRA	0.692	1169	12619
0	415_2	LARI.LAR	0.838	354	3478
0	415_2	PICE.GLA	0.692	1415	13879
0	415_2	PICE.MAR	0.614	1058	12139
0	415_2	PICE.RUB	0.614	469	3703
0	415_2	PINU.BAN	0.893	1518	11347
0	415_2	PINU.RES	0.737	1445	12178
0	415_2	PINU.STR	0.737	1166	9771
0	415_2	POPU.TRE	0.893	1519	9049
0	415_2	QUER.RUB	0.651	1850	18706
0	415_2	THUJ.SPP.ALL	0.614	808	7786
0	415_2	TSUG.CAN	0.551	802	8358
0	415_3	ABIE.BAL	0.737	361	2818
0	415_3	ACER.RUB	0.737	974	7120
0	415_3	ACER.SAH	0.692	1180	10706
0	415_3	BETU.ALL	0.737	1018	7474
0	415_3	BETU.PAP	0.838	757	4394
0	415_3	FAGU.GRA	0.692	1150	12064
0	415_3	LARI.LAR	0.838	374	8
0	415_3	PICE.GLA	0.692	1312	13636
0	415_3	PICE.MAR	0.614	1118	11989
0	415_3	PICE.RUB	0.614	420	3583
0	415_3	PINU.BAN	0.893	1511	11310
0	415_3	PINU.RES	0.786	1375	11775
0	415_3	PINU.STR	0.737	1153	10066
0	415_3	POPU.TRE	0.893	1409	9058
0	415_3	QUER.RUB	0.651	1800	18367
0	415_3	THUJ.SPP.ALL	0.614	724	7662
0	415_3	TSUG.CAN	0.551	749	8300
0	415_4	ABIE.BAL	0.737	378	2834
0	415_4	ACER.RUB	0.737	966	7299
0	415_4	ACER.SAH	0.692	1346	10894
0	415_4	BETU.ALL	0.737	1014	7424
0	415_4	BETU.PAP	0.838	804	4381
0	415_4	FAGU.GRA	0.692	1164	12619
0	415_4	LARI.LAR	0.838	404	3386
0	415_4	PICE.GLA	0.692	1334	13722
0	415_4	PICE.MAR	0.614	1061	11924
0	415_4	PICE.RUB	0.614	557	3755
0	415_4	PINU.BAN	0.893	1527	11357
0	415_4	PINU.RES	0.786	1391	12314
0	415_4	PINU.STR	0.737	1159	9462
0	415_4	POPU.TRE	0.893	1485	9062
0	415_4	QUER.RUB	0.651	1895	17953
0	415_4	THUJ.SPP.ALL	0.614	750	8141
0	415_4	TSUG.CAN	0.551	814	8394
0	415_5	ABIE.BAL	0.737	436	2878
0	415_5	ACER.RUB	0.737	983	7227
0	415_5	ACER.SAH	0.692	1179	10674
0	415_5	BETU.ALL	0.692	1048	7777
0	415_5	BETU.PAP	0.838	773	4369
0	415_5	FAGU.GRA	0.692	1164	12310
0	415_5	LARI.LAR	0.838	402	3487
0	415_5	PICE.GLA	0.692	1346	13908
0	415_5	PICE.MAR	0.614	1092	11872
0	415_5	PICE.RUB	0.614	460	3651
0	415_5	PINU.BAN	0.893	1523	11303
0	415_5	PINU.RES	0.737	1432	12035
0	415_5	PINU.STR	0.737	1156	9694
0	415_5	POPU.TRE	0.893	1446	9052
0	415_5	QUER.RUB	0.651	2088	18128
0	415_5	THUJ.SPP.ALL	0.614	802	7900
0	415_5	TSUG.CAN	0.551	791	8673
0	418_1	ABIE.BAL	0.737	466	3012
0	418_1	ACER.RUB	0.737	1006	7118
0	418_1	ACER.SAH	0.692	1404	10368
0	418_1	BETU.ALL	0.737	1012	7310
0	418_1	BETU.PAP	0.838	794	4366
0	418_1	FAGU.GRA	0.692	1176	12860
0	418_1	LARI.LAR	0.838	355	3626
0	418_1	PICE.GLA	0.692	1336	13733
0	418_1	PICE.MAR	0.614	1110	12195
0	418_1	PICE.RUB	0.614	464	3800
0	418_1	PINU.BAN	0.838	1562	11309
0	418_1	PINU.RES	0.786	1466	12282
0	418_1	PINU.STR	0.737	1172	10033
0	418_1	POPU.TRE	0.893	1444	9144
0	418_1	QUER.RUB	0.651	2057	19204
0	418_1	THUJ.SPP.ALL	0.614	846	7920
0	418_1	TSUG.CAN	0.551	823	8358
0	418_2	ABIE.BAL	0.737	403	2895
0	418_2	ACER.RUB	0.737	925	7097
0	418_2	ACER.SAH	0.692	1224	10710
0	418_2	BETU.ALL	0.692	1002	7249
0	418_2	BETU.PAP	0.838	734	4275
0	418_2	FAGU.GRA	0.692	1044	12728
0	418_2	LARI.LAR	0.838	334	3562
0	418_2	PICE.GLA	0.692	1250	13062
0	418_2	PICE.MAR	0.614	1131	12124
0	418_2	PICE.RUB	0.614	474	3642
0	418_2	PINU.BAN	0.838	1521	11343
0	418_2	PINU.RES	0.737	1362	11642
0	418_2	PINU.STR	0.737	1103	9435
0	418_2	POPU.TRE	0.893	1410	9034
0	418_2	QUER.RUB	0.651	1816	18088
0	418_2	THUJ.SPP.ALL	0.614	804	7753
0	418_2	TSUG.CAN	0.523	788	8082
0	418_3	ABIE.BAL	0.786	363	2922
0	418_3	ACER.RUB	0.786	1011	7209
0	418_3	ACER.SAH	0.692	1322	10508
0	418_3	BETU.ALL	0.737	1057	7681
0	418_3	BETU.PAP	0.838	783	4324
0	418_3	FAGU.GRA	0.692	1256	11891
0	418_3	LARI.LAR	0.893	406	3530
0	418_3	PICE.GLA	0.737	1175	13320
0	418_3	PICE.MAR	0.651	1154	11699
0	418_3	PICE.RUB	0.614	483	3639
0	418_3	PINU.BAN	0.893	1474	11266
0	418_3	PINU.RES	0.786	1516	12227
0	418_3	PINU.STR	0.786	1154	10103
0	418_3	POPU.TRE	0.944	1369	8889
0	418_3	QUER.RUB	0.737	1890	19208
0	418_3	THUJ.SPP.ALL	0.614	881	8341
0	418_3	TSUG.CAN	0.581	842	8586
0	418_4	ABIE.BAL	0.786	381	2810
0	418_4	ACER.RUB	0.786	1014	7262
0	418_4	ACER.SAH	0.737	1288	10078
0	418_4	BETU.ALL	0.737	1118	7598
0	418_4	BETU.PAP	0.893	765	4413
0	418_4	FAGU.GRA	0.692	1260	12820
0	418_4	LARI.LAR	0.893	2130	9535
0	418_4	PICE.GLA	0.737	1201	13715
0	418_4	PICE.MAR	0.651	1128	11546
0	418_4	PICE.RUB	0.614	449	3821
0	418_4	PINU.BAN	0.893	1466	11400
0	418_4	PINU.RES	0.786	1528	12215
0	418_4	PINU.STR	0.786	1162	10174
0	418_4	POPU.TRE	0.944	1310	8928
0	418_4	QUER.RUB	0.737	2014	19649
0	418_4	THUJ.SPP.ALL	0.614	882	7749
0	418_4	TSUG.CAN	0.581	854	8630
0	418_5	ABIE.BAL	0.737	425	2898
0	418_5	ACER.RUB	0.737	938	7169
0	418_5	ACER.SAH	0.692	1196	10890
0	418_5	BETU.ALL	0.692	1025	7519
0	418_5	BETU.PAP	0.838	757	4426
0	418_5	FAGU.GRA	0.692	1108	12393
0	418_5	LARI.LAR	0.838	2145	7927
0	418_5	PICE.GLA	0.692	1292	13245
0	418_5	PICE.MAR	0.614	1149	12311
0	418_5	PICE.RUB	0.614	447	3754
0	418_5	PINU.BAN	0.838	1542	11338
0	418_5	PINU.RES	0.737	1394	12259
0	418_5	PINU.STR	0.737	1112	9745
0	418_5	POPU.TRE	0.893	1462	9057
0	418_5	QUER.RUB	0.651	1658	18506
0	418_5	THUJ.SPP.ALL	0.614	815	7756
0	418_5	TSUG.CAN	0.523	810	8190
0	419_1	ABIE.BAL	0.737	334	2618
0	419_1	ACER.RUB	0.737	768	6664
0	419_1	ACER.SAH	0.692	1083	9757
0	419_1	BETU.ALL	0.692	867	6803
0	419_1	BETU.PAP	0.838	641	4054
0	419_1	FAGU.GRA	0.692	892	11527
0	419_1	LARI.LAR	0.838	378	3166
0	419_1	PICE.GLA	0.692	931	12068
0	419_1	PICE.MAR	0.614	1013	10946
0	419_1	PICE.RUB	0.614	602	3517
0	419_1	PINU.BAN	0.838	1262	10953
0	419_1	PINU.RES	0.737	1205	11558
0	419_1	PINU.STR	0.737	935	9106
0	419_1	POPU.TRE	0.893	1138	8369
0	419_1	QUER.RUB	0.651	1481	16550
0	419_1	THUJ.SPP.ALL	0.614	658	7209
0	419_1	TSUG.CAN	0.523	630	7584
0	419_2	ABIE.BAL	0.737	316	2742
0	419_2	ACER.RUB	0.737	803	7038
0	419_2	ACER.SAH	0.692	1273	10182
0	419_2	BETU.ALL	0.692	894	7066
0	419_2	BETU.PAP	0.838	678	4182
0	419_2	FAGU.GRA	0.651	936	11751
0	419_2	LARI.LAR	0.838	1940	11584
0	419_2	PICE.GLA	0.692	1050	12895
0	419_2	PICE.MAR	0.614	1115	11382
0	419_2	PICE.RUB	0.614	575	3600
0	419_2	PINU.BAN	0.838	1372	11128
0	419_2	PINU.RES	0.737	1282	11715
0	419_2	PINU.STR	0.737	988	8841
0	419_2	POPU.TRE	0.893	1220	8679
0	419_2	QUER.RUB	0.651	1526	17394
0	419_2	THUJ.SPP.ALL	0.614	1000	3797
0	419_2	TSUG.CAN	0.523	655	7630
0	419_3	ABIE.BAL	0.737	360	2845
0	419_3	ACER.RUB	0.737	921	7276
0	419_3	ACER.SAH	0.692	1208	10359
0	419_3	BETU.ALL	0.692	1034	7524
0	419_3	BETU.PAP	0.838	754	4258
0	419_3	FAGU.GRA	0.692	1138	12100
0	419_3	LARI.LAR	0.838	370	3377
0	419_3	PICE.GLA	0.692	1242	13261
0	419_3	PICE.MAR	0.614	1100	11493
0	419_3	PICE.RUB	0.614	579	3704
0	419_3	PINU.BAN	0.893	1472	11159
0	419_3	PINU.RES	0.737	1428	12398
0	419_3	PINU.STR	0.737	1133	9589
0	419_3	POPU.TRE	0.893	1336	8840
0	419_3	QUER.RUB	0.651	2053	17773
0	419_3	THUJ.SPP.ALL	0.614	738	7649
0	419_3	TSUG.CAN	0.551	782	7898
0	419_4	ABIE.BAL	0.737	342	2755
0	419_4	ACER.RUB	0.737	820	6876
0	419_4	ACER.SAH	0.692	1012	9413
0	419_4	BETU.ALL	0.692	914	6970
0	419_4	BETU.PAP	0.838	662	4126
0	419_4	FAGU.GRA	0.692	922	12212
0	419_4	LARI.LAR	0.838	369	3194
0	419_4	PICE.GLA	0.692	1002	12563
0	419_4	PICE.MAR	0.614	1062	11010
0	419_4	PICE.RUB	0.614	492	3517
0	419_4	PINU.BAN	0.893	1887	8272
0	419_4	PINU.RES	0.737	1278	11556
0	419_4	PINU.STR	0.737	1007	9257
0	419_4	POPU.TRE	0.893	1202	8619
0	419_4	QUER.RUB	0.651	1582	17549
0	419_4	THUJ.SPP.ALL	0.614	661	7272
0	419_4	TSUG.CAN	0.523	665	7623
0	419_5	ABIE.BAL	0.737	338	2813
0	419_5	ACER.RUB	0.737	879	6989
0	419_5	ACER.SAH	0.692	1134	10091
0	419_5	BETU.ALL	0.692	953	7226
0	419_5	BETU.PAP	0.838	677	4271
0	419_5	FAGU.GRA	0.692	1039	11745
0	419_5	LARI.LAR	0.838	427	3287
0	419_5	PICE.GLA	0	0	0
0	419_5	PICE.MAR	0.614	942	11608
0	419_5	PICE.RUB	0.614	625	3657
0	419_5	PINU.BAN	0.893	1406	11053
0	419_5	PINU.RES	0.737	1323	12025
0	419_5	PINU.STR	0.737	1061	9668
0	419_5	POPU.TRE	0.893	1282	8782
0	419_5	QUER.RUB	0.651	1725	17879
0	419_5	THUJ.SPP.ALL	0.614	677	7497
0	419_5	TSUG.CAN	0.523	728	8062
0	422_1	ABIE.BAL	0.737	411	2546
0	422_1	ACER.RUB	0.737	646	6471
0	422_1	ACER.SAH	0.692	851	8754
0	422_1	BETU.ALL	0.692	726	6702
0	422_1	BETU.PAP	0.838	548	3906
0	422_1	FAGU.GRA	0.651	764	11323
0	422_1	LARI.LAR	0.838	327	2961
